,file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
6654,SN2007ku-NUV.fits.gz,SN2007ku,NUV,23.36791666666667,0.524611111111111,8,2004-10-03,2008-10-29,2007-09-16,2,6,-1078.0,410.0,9.0
6655,SN2007kv-FUV.fits.gz,SN2007kv,FUV,17.56641666666667,0.47200000000000003,3,2003-10-06,2007-10-22,2007-09-19,1,2,-1443.0,33.0,19.0
6656,SN2007kv-NUV.fits.gz,SN2007kv,NUV,17.56641666666667,0.47200000000000003,8,2003-10-06,2010-11-08,2007-09-19,1,7,-1443.0,1147.0,19.0
6657,SN2007kx-FUV.fits.gz,SN2007kx,FUV,3.428641666666667,0.6523277777777778,7,2006-09-15,2008-10-29,2007-09-22,2,5,-372.0,403.0,358.0
6658,SN2007kx-NUV.fits.gz,SN2007kx,NUV,3.428641666666667,0.6523277777777778,7,2006-09-15,2008-10-29,2007-09-22,2,5,-372.0,403.0,358.0
6660,SN2007la-NUV.fits.gz,SN2007la,NUV,337.478,1.058469444444444,2,2004-08-24,2011-10-12,2007-09-30,1,1,-1131.0,1473.0,1473.0
6661,SN2007lc-FUV.fits.gz,SN2007lc,FUV,12.28804166666667,0.5966111111111112,4,2003-10-04,2007-11-03,2007-10-06,1,3,-1462.0,29.0,0.0
6662,SN2007lc-NUV.fits.gz,SN2007lc,NUV,12.28804166666667,0.5966111111111112,4,2003-10-04,2007-11-03,2007-10-06,1,3,-1462.0,29.0,0.0
6663,SN2007le-FUV.fits.gz,SN2007le,FUV,354.701875,-6.522694444444443,5,2003-10-16,2008-09-05,2007-10-13,4,1,-1457.0,329.0,329.0
6664,SN2007le-NUV.fits.gz,SN2007le,NUV,354.701875,-6.522694444444443,5,2003-10-16,2008-09-05,2007-10-13,4,1,-1457.0,329.0,329.0
6665,SN2007lf-FUV.fits.gz,SN2007lf,FUV,4.189416666666666,1.2008888888888891,7,2006-09-15,2007-10-27,2007-09-03,2,5,-353.0,54.0,31.0
6666,SN2007lf-NUV.fits.gz,SN2007lf,NUV,4.189416666666666,1.2008888888888891,7,2006-09-15,2007-10-27,2007-09-03,2,5,-353.0,54.0,31.0
6667,SN2007lg-FUV.fits.gz,SN2007lg,FUV,11.516375,-0.01080555555555555,4,2003-10-04,2007-10-01,2007-09-22,1,3,-1448.0,9.0,2.0
6668,SN2007lg-NUV.fits.gz,SN2007lg,NUV,11.516375,-0.01080555555555555,4,2003-10-04,2007-10-01,2007-09-22,1,3,-1448.0,9.0,2.0
6669,SN2007lh-FUV.fits.gz,SN2007lh,FUV,17.21675,1.197888888888889,4,2003-10-06,2008-09-30,2007-09-22,2,2,-1446.0,375.0,2.0
6670,SN2007lh-NUV.fits.gz,SN2007lh,NUV,17.21675,1.197888888888889,14,2003-10-06,2010-09-28,2007-09-22,2,12,-1446.0,1102.0,2.0
6671,SN2007li-FUV.fits.gz,SN2007li,FUV,18.26675,-0.54,8,2003-10-06,2008-10-04,2007-09-22,1,7,-1446.0,379.0,11.0
6672,SN2007li-NUV.fits.gz,SN2007li,NUV,18.26675,-0.54,12,2003-10-06,2010-09-28,2007-09-22,1,11,-1446.0,1103.0,11.0
6673,SN2007lk-FUV.fits.gz,SN2007lk,FUV,29.45895833333333,-0.3981944444444444,4,2004-10-04,2008-10-20,2007-10-03,2,2,-1093.0,384.0,384.0
6674,SN2007lk-NUV.fits.gz,SN2007lk,NUV,29.45895833333333,-0.3981944444444444,4,2004-10-04,2008-10-20,2007-10-03,2,2,-1093.0,384.0,384.0
6675,SN2007lm-FUV.fits.gz,SN2007lm,FUV,48.4185,0.6299722222222223,4,2003-11-24,2008-12-22,2007-10-03,1,3,-1408.0,447.0,446.0
6676,SN2007lm-NUV.fits.gz,SN2007lm,NUV,48.4185,0.6299722222222223,5,2003-11-24,2008-12-22,2007-10-03,1,4,-1408.0,447.0,58.0
6677,SN2007ln-FUV.fits.gz,SN2007ln,FUV,55.18004166666667,1.003055555555556,2,2003-11-26,2008-12-03,2007-10-03,1,1,-1406.0,427.0,427.0
6678,SN2007ln-NUV.fits.gz,SN2007ln,NUV,55.18004166666667,1.003055555555556,2,2003-11-26,2008-12-03,2007-10-03,1,1,-1406.0,427.0,427.0
6680,SN2007lo-NUV.fits.gz,SN2007lo,NUV,338.98400000000004,0.6091083333333334,2,2004-08-24,2011-10-12,2007-10-03,1,1,-1134.0,1470.0,1470.0
6681,SN2007lp-FUV.fits.gz,SN2007lp,FUV,340.921,0.4205111111111111,4,2006-09-12,2008-10-06,2007-10-03,2,2,-385.0,370.0,364.0
6682,SN2007lp-NUV.fits.gz,SN2007lp,NUV,340.921,0.4205111111111111,5,2006-09-12,2009-09-29,2007-10-03,2,3,-385.0,728.0,364.0
6683,SN2007lq-FUV.fits.gz,SN2007lq,FUV,5.782875,0.9830277777777778,6,2004-09-21,2008-09-27,2007-10-06,1,5,-1110.0,358.0,0.0
6684,SN2007lq-NUV.fits.gz,SN2007lq,NUV,5.782875,0.9830277777777778,6,2004-09-21,2008-09-27,2007-10-06,1,5,-1110.0,358.0,0.0
6687,SN2007lt-FUV.fits.gz,SN2007lt,FUV,328.44699999999995,0.01502777777777778,6,2006-08-22,2008-09-04,2007-10-06,4,2,-409.0,334.0,319.0
6688,SN2007lt-NUV.fits.gz,SN2007lt,NUV,328.44699999999995,0.01502777777777778,6,2006-08-22,2008-09-04,2007-10-06,4,2,-409.0,334.0,319.0
6689,SN2007lu-FUV.fits.gz,SN2007lu,FUV,330.3954166666667,-0.2568888888888889,5,2006-09-12,2008-09-18,2007-10-06,2,3,-389.0,349.0,346.0
6690,SN2007lu-NUV.fits.gz,SN2007lu,NUV,330.3954166666667,-0.2568888888888889,6,2006-09-12,2009-09-26,2007-10-06,2,4,-389.0,722.0,346.0
6691,SN2007lv-FUV.fits.gz,SN2007lv,FUV,351.2,0.94455,6,2003-08-25,2008-10-14,2007-10-06,3,3,-1502.0,375.0,324.0
6692,SN2007lv-NUV.fits.gz,SN2007lv,NUV,351.2,0.94455,12,2003-08-25,2009-10-25,2007-10-06,3,9,-1502.0,751.0,324.0
6696,SN2007ly-NUV.fits.gz,SN2007ly,NUV,5.722375,0.7759722222222222,28,2003-09-04,2009-10-19,2007-10-08,27,1,-1494.0,742.0,742.0
6699,SN2007ma-FUV.fits.gz,SN2007ma,FUV,11.22404166666667,-0.9969166666666666,5,2007-09-08,2007-10-21,2007-10-08,3,2,-30.0,14.0,12.0
6700,SN2007ma-NUV.fits.gz,SN2007ma,NUV,11.22404166666667,-0.9969166666666666,5,2007-09-08,2007-10-21,2007-10-08,3,2,-30.0,14.0,12.0
6703,SN2007mc-FUV.fits.gz,SN2007mc,FUV,16.857083333333332,1.043722222222222,5,2003-10-06,2008-09-30,2007-10-08,3,2,-1462.0,359.0,20.0
6704,SN2007mc-NUV.fits.gz,SN2007mc,NUV,16.857083333333332,1.043722222222222,16,2003-10-06,2010-09-28,2007-10-08,3,13,-1462.0,1086.0,20.0
6705,SN2007me-FUV.fits.gz,SN2007me,FUV,25.266,-0.4482722222222222,3,2007-09-24,2008-10-16,2007-10-08,2,1,-13.0,375.0,375.0
6706,SN2007me-NUV.fits.gz,SN2007me,NUV,25.266,-0.4482722222222222,3,2007-09-24,2008-10-16,2007-10-08,2,1,-13.0,375.0,375.0
6707,SN2007mf-FUV.fits.gz,SN2007mf,FUV,29.72858333333333,-1.0269722222222222,4,2004-10-04,2008-10-21,2007-10-08,2,2,-1098.0,379.0,379.0
6708,SN2007mf-NUV.fits.gz,SN2007mf,NUV,29.72858333333333,-1.0269722222222222,4,2004-10-04,2008-10-21,2007-10-08,2,2,-1098.0,379.0,379.0
6711,SN2007mh-FUV.fits.gz,SN2007mh,FUV,48.6337,0.2689638888888889,4,2003-11-24,2008-12-22,2007-10-08,1,3,-1413.0,442.0,441.0
6712,SN2007mh-NUV.fits.gz,SN2007mh,NUV,48.6337,0.2689638888888889,5,2003-11-24,2008-12-22,2007-10-08,1,4,-1413.0,442.0,53.0
6713,SN2007mi-FUV.fits.gz,SN2007mi,FUV,50.8806875,0.6672833333333333,3,2003-11-24,2008-12-14,2007-10-08,1,2,-1413.0,433.0,433.0
6714,SN2007mi-NUV.fits.gz,SN2007mi,NUV,50.8806875,0.6672833333333333,3,2003-11-24,2008-12-14,2007-10-08,1,2,-1413.0,433.0,433.0
6717,SN2007mk-FUV.fits.gz,SN2007mk,FUV,359.07,-0.5008055555555555,5,2003-10-20,2007-11-09,2007-10-08,3,2,-1448.0,33.0,11.0
6718,SN2007mk-NUV.fits.gz,SN2007mk,NUV,359.07,-0.5008055555555555,5,2003-10-20,2007-11-09,2007-10-08,3,2,-1448.0,33.0,11.0
6721,SN2007mm-FUV.fits.gz,SN2007mm,FUV,16.44445833333333,-0.7588333333333334,6,2003-10-06,2007-10-28,2007-10-09,2,4,-1463.0,19.0,0.0
6722,SN2007mm-NUV.fits.gz,SN2007mm,NUV,16.44445833333333,-0.7588333333333334,6,2003-10-06,2007-10-28,2007-10-09,2,4,-1463.0,19.0,0.0
6725,SN2007mo-FUV.fits.gz,SN2007mo,FUV,332.8910416666667,0.7647777777777778,16,2004-08-06,2008-09-23,2007-10-09,9,7,-1159.0,350.0,316.0
6726,SN2007mo-NUV.fits.gz,SN2007mo,NUV,332.8910416666667,0.7647777777777778,48,2004-08-06,2010-08-22,2007-10-09,10,38,-1159.0,1048.0,316.0
6727,SN2007mp-FUV.fits.gz,SN2007mp,FUV,319.14845833333334,-0.7698888888888888,5,2006-09-15,2008-09-14,2007-10-12,2,3,-391.0,339.0,332.0
6728,SN2007mp-NUV.fits.gz,SN2007mp,NUV,319.14845833333334,-0.7698888888888888,15,2006-09-15,2011-08-10,2007-10-12,2,13,-391.0,1398.0,332.0
6729,SN2007mt-FUV.fits.gz,SN2007mt,FUV,26.48579166666667,-0.2176388888888889,5,2004-10-03,2008-10-29,2007-09-19,2,3,-1081.0,406.0,18.0
6730,SN2007mt-NUV.fits.gz,SN2007mt,NUV,26.48579166666667,-0.2176388888888889,5,2004-10-03,2008-10-29,2007-09-19,2,3,-1081.0,406.0,18.0
6731,SN2007mu-FUV.fits.gz,SN2007mu,FUV,3.0773333333333333,-0.07730555555555556,5,2006-09-15,2008-10-22,2007-09-22,2,3,-372.0,396.0,358.0
6732,SN2007mu-NUV.fits.gz,SN2007mu,NUV,3.0773333333333333,-0.07730555555555556,5,2006-09-15,2008-10-22,2007-09-22,2,3,-372.0,396.0,358.0
6733,SN2007mv-FUV.fits.gz,SN2007mv,FUV,8.90695,0.369525,6,2003-09-30,2007-09-23,2007-09-22,4,2,-1452.0,1.0,1.0
6734,SN2007mv-NUV.fits.gz,SN2007mv,NUV,8.90695,0.369525,6,2003-09-30,2007-09-23,2007-09-22,4,2,-1452.0,1.0,1.0
6735,SN2007mw-FUV.fits.gz,SN2007mw,FUV,345.76099999999997,0.8493888888888891,3,2004-08-11,2008-10-09,2007-10-03,2,1,-1147.0,372.0,372.0
6736,SN2007mw-NUV.fits.gz,SN2007mw,NUV,345.76099999999997,0.8493888888888891,4,2004-08-11,2008-10-09,2007-10-03,3,1,-1147.0,372.0,372.0
6737,SN2007mx-FUV.fits.gz,SN2007mx,FUV,318.545,-0.29625,4,2006-09-15,2008-08-10,2007-10-06,2,2,-385.0,309.0,309.0
6738,SN2007mx-NUV.fits.gz,SN2007mx,NUV,318.545,-0.29625,10,2006-09-15,2009-07-24,2007-10-06,2,8,-385.0,658.0,309.0
6739,SN2007my-FUV.fits.gz,SN2007my,FUV,328.884,-0.3718055555555556,6,2006-08-22,2008-09-04,2007-10-06,4,2,-409.0,334.0,319.0
6740,SN2007my-NUV.fits.gz,SN2007my,NUV,328.884,-0.3718055555555556,6,2006-08-22,2008-09-04,2007-10-06,4,2,-409.0,334.0,319.0
6741,SN2007mz-FUV.fits.gz,SN2007mz,FUV,331.9633333333333,-1.069944444444444,6,2004-08-06,2008-08-22,2007-10-06,5,1,-1156.0,322.0,322.0
6742,SN2007mz-NUV.fits.gz,SN2007mz,NUV,331.9633333333333,-1.069944444444444,8,2004-08-06,2008-08-22,2007-10-06,7,1,-1156.0,322.0,322.0
6744,SN2007N-NUV.fits.gz,SN2007N,NUV,192.25520833333331,-9.452833333333333,3,2005-05-01,2007-03-29,2007-01-21,2,1,-629.0,67.0,67.0
6745,SN2007na-FUV.fits.gz,SN2007na,FUV,333.38699999999994,0.8805011111111112,15,2004-08-06,2008-09-25,2007-10-06,7,8,-1156.0,356.0,319.0
6746,SN2007na-NUV.fits.gz,SN2007na,NUV,333.38699999999994,0.8805011111111112,52,2004-08-06,2011-08-12,2007-10-06,8,44,-1156.0,1406.0,319.0
6747,SN2007nb-FUV.fits.gz,SN2007nb,FUV,351.37525,0.4234444444444445,83,2003-08-25,2008-10-14,2007-10-06,80,3,-1502.0,375.0,324.0
6748,SN2007nb-NUV.fits.gz,SN2007nb,NUV,351.37525,0.4234444444444445,98,2003-08-25,2009-10-25,2007-10-06,88,10,-1502.0,751.0,324.0
6749,SN2007nd-FUV.fits.gz,SN2007nd,FUV,10.078375,-1.037361111111111,4,2003-10-17,2007-10-28,2007-10-08,2,2,-1451.0,21.0,2.0
6750,SN2007nd-NUV.fits.gz,SN2007nd,NUV,10.078375,-1.037361111111111,4,2003-10-17,2007-10-28,2007-10-08,2,2,-1451.0,21.0,2.0
6751,SN2007ne-FUV.fits.gz,SN2007ne,FUV,13.50920833333333,1.068888888888889,6,2007-09-21,2008-10-27,2007-10-08,1,5,-16.0,386.0,348.0
6752,SN2007ne-NUV.fits.gz,SN2007ne,NUV,13.50920833333333,1.068888888888889,6,2007-09-21,2008-10-27,2007-10-08,1,5,-16.0,386.0,348.0
6753,SN2007nf-FUV.fits.gz,SN2007nf,FUV,15.86083333333333,0.3316194444444444,4,2003-10-06,2007-10-19,2007-10-08,2,2,-1462.0,12.0,12.0
6754,SN2007nf-NUV.fits.gz,SN2007nf,NUV,15.86083333333333,0.3316194444444444,4,2003-10-06,2007-10-19,2007-10-08,2,2,-1462.0,12.0,12.0
6755,SN2007ng-FUV.fits.gz,SN2007ng,FUV,36.40808333333333,0.7088888888888888,29,2003-11-23,2008-10-24,2007-10-08,28,1,-1414.0,382.0,382.0
6756,SN2007ng-NUV.fits.gz,SN2007ng,NUV,36.40808333333333,0.7088888888888888,29,2003-11-23,2008-10-24,2007-10-08,28,1,-1414.0,382.0,382.0
6761,SN2007np-FUV.fits.gz,SN2007np,FUV,29.706916666666668,-2.440972222222222,2,2006-11-18,2007-11-01,2007-10-10,1,1,-325.0,23.0,23.0
6762,SN2007np-NUV.fits.gz,SN2007np,NUV,29.706916666666668,-2.440972222222222,2,2006-11-18,2007-11-01,2007-10-10,1,1,-325.0,23.0,23.0
6763,SN2007nq-FUV.fits.gz,SN2007nq,FUV,14.39,-1.38875,5,2003-10-04,2008-09-30,2007-10-21,1,4,-1477.0,346.0,335.0
6764,SN2007nq-NUV.fits.gz,SN2007nq,NUV,14.39,-1.38875,5,2003-10-04,2008-09-30,2007-10-21,1,4,-1477.0,346.0,335.0
6769,SN2007nz-FUV.fits.gz,SN2007nz,FUV,51.2973,-0.106275,3,2003-11-24,2008-12-15,2007-10-08,1,2,-1413.0,434.0,434.0
6770,SN2007nz-NUV.fits.gz,SN2007nz,NUV,51.2973,-0.106275,3,2003-11-24,2008-12-15,2007-10-08,1,2,-1413.0,434.0,434.0
6773,SN2007oa-FUV.fits.gz,SN2007oa,FUV,333.464,-0.920283,12,2004-08-06,2008-09-23,2007-10-09,6,6,-1159.0,351.0,317.0
6774,SN2007oa-NUV.fits.gz,SN2007oa,NUV,333.464,-0.920283,49,2004-08-06,2010-09-28,2007-10-09,7,42,-1159.0,1086.0,317.0
6777,SN2007oh-NUV.fits.gz,SN2007oh,NUV,313.15383333333335,-0.4539722222222222,7,2003-08-24,2009-07-16,2007-10-10,6,1,-1508.0,645.0,645.0
6778,SN2007oi-FUV.fits.gz,SN2007oi,FUV,5.324458333333333,1.074527777777778,4,2006-09-15,2007-10-21,2007-10-13,3,1,-393.0,8.0,8.0
6779,SN2007oi-NUV.fits.gz,SN2007oi,NUV,5.324458333333333,1.074527777777778,4,2006-09-15,2007-10-21,2007-10-13,3,1,-393.0,8.0,8.0
6780,SN2007oj-FUV.fits.gz,SN2007oj,FUV,357.908,0.2798277777777778,7,2006-09-14,2008-09-04,2007-10-15,5,2,-395.0,326.0,326.0
6781,SN2007oj-NUV.fits.gz,SN2007oj,NUV,357.908,0.2798277777777778,7,2006-09-14,2008-09-04,2007-10-15,5,2,-395.0,326.0,326.0
6782,SN2007ol-FUV.fits.gz,SN2007ol,FUV,24.34908333333333,-0.3116944444444444,5,2004-10-03,2008-10-16,2007-10-29,4,1,-1121.0,354.0,354.0
6783,SN2007ol-NUV.fits.gz,SN2007ol,NUV,24.34908333333333,-0.3116944444444444,5,2004-10-03,2008-10-16,2007-10-29,4,1,-1121.0,354.0,354.0
6784,SN2007om-FUV.fits.gz,SN2007om,FUV,358.58633333333336,-0.91725,6,2003-10-18,2007-11-11,2007-10-30,4,2,-1472.0,12.0,12.0
6785,SN2007om-NUV.fits.gz,SN2007om,NUV,358.58633333333336,-0.91725,6,2003-10-18,2007-11-11,2007-10-30,4,2,-1472.0,12.0,12.0
6786,SN2007on-FUV.fits.gz,SN2007on,FUV,54.71208333333333,-35.575,40,2003-12-06,2008-01-11,2007-11-05,36,4,-1430.0,67.0,12.0
6787,SN2007on-NUV.fits.gz,SN2007on,NUV,54.71208333333333,-35.575,50,2003-12-06,2009-12-01,2007-11-05,38,12,-1430.0,757.0,12.0
6791,SN2007oq-FUV.fits.gz,SN2007oq,FUV,325.628125,0.9846111111111112,3,2003-08-30,2008-09-08,2007-10-06,2,1,-1497.0,339.0,339.0
6792,SN2007oq-NUV.fits.gz,SN2007oq,NUV,325.628125,0.9846111111111112,3,2003-08-30,2008-09-08,2007-10-06,2,1,-1497.0,339.0,339.0
6793,SN2007or-FUV.fits.gz,SN2007or,FUV,25.65975,1.030444444444444,3,2007-09-24,2008-10-18,2007-10-09,1,2,-14.0,376.0,376.0
6794,SN2007or-NUV.fits.gz,SN2007or,NUV,25.65975,1.030444444444444,4,2007-09-24,2011-10-27,2007-10-09,1,3,-14.0,1480.0,376.0
6795,SN2007os-FUV.fits.gz,SN2007os,FUV,29.410791666666668,-0.5218055555555555,4,2004-10-04,2008-10-20,2007-10-11,2,2,-1101.0,376.0,376.0
6796,SN2007os-NUV.fits.gz,SN2007os,NUV,29.410791666666668,-0.5218055555555555,4,2004-10-04,2008-10-20,2007-10-11,2,2,-1101.0,376.0,376.0
6797,SN2007ot-FUV.fits.gz,SN2007ot,FUV,8.903229166666666,-0.2326,6,2007-09-08,2007-11-10,2007-10-12,5,1,-34.0,29.0,29.0
6798,SN2007ot-NUV.fits.gz,SN2007ot,NUV,8.903229166666666,-0.2326,6,2007-09-08,2007-11-10,2007-10-12,5,1,-34.0,29.0,29.0
6802,SN2007ox-NUV.fits.gz,SN2007ox,NUV,341.74199999999996,-0.07180555555555555,6,2004-08-09,2009-10-06,2007-10-13,5,1,-1159.0,725.0,725.0
6803,SN2007oy-FUV.fits.gz,SN2007oy,FUV,349.481,1.2236388888888892,3,2006-10-02,2008-09-13,2007-10-15,2,1,-377.0,334.0,334.0
6804,SN2007oy-NUV.fits.gz,SN2007oy,NUV,349.481,1.2236388888888892,7,2006-10-02,2011-09-17,2007-10-15,2,5,-377.0,1433.0,334.0
6805,SN2007oz-FUV.fits.gz,SN2007oz,FUV,359.3190416666667,0.2493611111111111,3,2003-10-20,2007-11-09,2007-10-15,2,1,-1455.0,26.0,26.0
6806,SN2007oz-NUV.fits.gz,SN2007oz,NUV,359.3190416666667,0.2493611111111111,3,2003-10-20,2007-11-09,2007-10-15,2,1,-1455.0,26.0,26.0
6809,SN2007pb-FUV.fits.gz,SN2007pb,FUV,357.10416666666674,-1.185,5,2003-08-23,2007-10-19,2007-10-19,4,1,-1517.0,0.0,0.0
6810,SN2007pb-NUV.fits.gz,SN2007pb,NUV,357.10416666666674,-1.185,5,2003-08-23,2007-10-19,2007-10-19,4,1,-1517.0,0.0,0.0
6811,SN2007pc-FUV.fits.gz,SN2007pc,FUV,318.956125,0.6513888888888889,4,2004-08-13,2008-09-15,2007-10-20,3,1,-1163.0,332.0,332.0
6812,SN2007pc-NUV.fits.gz,SN2007pc,NUV,318.956125,0.6513888888888889,4,2004-08-13,2008-09-15,2007-10-20,3,1,-1163.0,332.0,332.0
6815,SN2007pe-FUV.fits.gz,SN2007pe,FUV,35.2665,0.4965277777777778,2,2003-11-23,2008-10-24,2007-10-21,1,1,-1427.0,369.0,369.0
6816,SN2007pe-NUV.fits.gz,SN2007pe,NUV,35.2665,0.4965277777777778,2,2003-11-23,2008-10-24,2007-10-21,1,1,-1427.0,369.0,369.0
6817,SN2007pf-FUV.fits.gz,SN2007pf,FUV,332.93,0.5793555555555555,10,2004-08-06,2008-09-23,2007-10-29,4,6,-1179.0,330.0,296.0
6818,SN2007pf-NUV.fits.gz,SN2007pf,NUV,332.93,0.5793555555555555,42,2004-08-06,2010-08-22,2007-10-29,5,37,-1179.0,1028.0,296.0
6819,SN2007pi-FUV.fits.gz,SN2007pi,FUV,341.70533333333333,0.7558055555555555,5,2004-08-09,2008-10-07,2007-10-30,4,1,-1176.0,344.0,344.0
6820,SN2007pi-NUV.fits.gz,SN2007pi,NUV,341.70533333333333,0.7558055555555555,5,2004-08-09,2008-10-07,2007-10-30,4,1,-1176.0,344.0,344.0
6821,SN2007pj-FUV.fits.gz,SN2007pj,FUV,357.29458333333326,0.7978888888888889,9,2006-09-14,2008-09-06,2007-10-31,7,2,-411.0,311.0,310.0
6822,SN2007pj-NUV.fits.gz,SN2007pj,NUV,357.29458333333326,0.7978888888888889,9,2006-09-14,2008-09-06,2007-10-31,7,2,-411.0,311.0,310.0
6825,SN2007pn-FUV.fits.gz,SN2007pn,FUV,34.14125,-0.7223611111111111,5,2003-10-15,2008-10-24,2007-10-12,3,2,-1458.0,379.0,368.0
6826,SN2007pn-NUV.fits.gz,SN2007pn,NUV,34.14125,-0.7223611111111111,5,2003-10-15,2008-10-24,2007-10-12,3,2,-1458.0,379.0,368.0
6829,SN2007pq-FUV.fits.gz,SN2007pq,FUV,339.30808333333334,0.7363333333333333,2,2004-08-24,2008-09-12,2007-10-15,1,1,-1146.0,333.0,333.0
6830,SN2007pq-NUV.fits.gz,SN2007pq,NUV,339.30808333333334,0.7363333333333333,3,2004-08-24,2011-10-12,2007-10-15,1,2,-1146.0,1458.0,333.0
6831,SN2007pr-FUV.fits.gz,SN2007pr,FUV,346.55429166666664,0.3289722222222222,5,2003-08-24,2008-10-09,2007-10-20,4,1,-1517.0,356.0,356.0
6832,SN2007pr-NUV.fits.gz,SN2007pr,NUV,346.55429166666664,0.3289722222222222,6,2003-08-24,2008-10-09,2007-10-20,5,1,-1517.0,356.0,356.0
6833,SN2007ps-FUV.fits.gz,SN2007ps,FUV,34.806,-0.3845555555555555,2,2003-11-23,2008-10-24,2007-10-21,1,1,-1427.0,370.0,370.0
6834,SN2007ps-NUV.fits.gz,SN2007ps,NUV,34.806,-0.3845555555555555,2,2003-11-23,2008-10-24,2007-10-21,1,1,-1427.0,370.0,370.0
6835,SN2007pt-FUV.fits.gz,SN2007pt,FUV,31.90988333333333,-0.3239638888888889,6,2004-10-04,2008-10-22,2007-10-29,2,4,-1119.0,359.0,359.0
6836,SN2007pt-NUV.fits.gz,SN2007pt,NUV,31.90988333333333,-0.3239638888888889,6,2004-10-04,2008-10-22,2007-10-29,2,4,-1119.0,359.0,359.0
6838,SN2007pu-NUV.fits.gz,SN2007pu,NUV,341.49300000000005,-0.6488861111111109,10,2004-08-09,2011-08-07,2007-10-29,7,3,-1175.0,1378.0,709.0
6839,SN2007pv-FUV.fits.gz,SN2007pv,FUV,329.939,1.128361111111111,5,2004-08-06,2008-09-17,2007-10-30,4,1,-1180.0,324.0,324.0
6840,SN2007pv-NUV.fits.gz,SN2007pv,NUV,329.939,1.128361111111111,8,2004-08-06,2009-09-11,2007-10-30,4,4,-1180.0,682.0,324.0
6843,SN2007px-FUV.fits.gz,SN2007px,FUV,5.683166666666668,-0.4794444444444445,10,2003-10-04,2008-09-29,2007-11-02,7,3,-1490.0,333.0,331.0
6844,SN2007px-NUV.fits.gz,SN2007px,NUV,5.683166666666668,-0.4794444444444445,10,2003-10-04,2008-09-29,2007-11-02,7,3,-1490.0,333.0,331.0
6845,SN2007py-FUV.fits.gz,SN2007py,FUV,52.38129166666667,0.5168333333333333,3,2003-11-24,2008-12-02,2007-11-04,1,2,-1440.0,395.0,54.0
6846,SN2007py-NUV.fits.gz,SN2007py,NUV,52.38129166666667,0.5168333333333333,4,2003-11-24,2009-11-27,2007-11-04,1,3,-1440.0,755.0,54.0
6847,SN2007pz-FUV.fits.gz,SN2007pz,FUV,52.6049,1.00944,6,2003-11-24,2008-12-03,2007-11-04,4,2,-1440.0,396.0,54.0
6848,SN2007pz-NUV.fits.gz,SN2007pz,NUV,52.6049,1.00944,6,2003-11-24,2008-12-03,2007-11-04,4,2,-1440.0,396.0,54.0
6849,SN2007qa-FUV.fits.gz,SN2007qa,FUV,28.14225,1.244172222222222,12,2004-10-04,2008-11-01,2007-11-05,3,9,-1126.0,362.0,1.0
6850,SN2007qa-NUV.fits.gz,SN2007qa,NUV,28.14225,1.244172222222222,22,2004-10-04,2010-12-09,2007-11-05,3,19,-1126.0,1131.0,1.0
6851,SN2007qd-FUV.fits.gz,SN2007qd,FUV,32.3898,-1.00062,5,2003-10-15,2008-10-22,2007-10-31,3,2,-1476.0,357.0,353.0
6852,SN2007qd-NUV.fits.gz,SN2007qd,NUV,32.3898,-1.00062,5,2003-10-15,2008-10-22,2007-10-31,3,2,-1476.0,357.0,353.0
6853,SN2007qe-FUV.fits.gz,SN2007qe,FUV,358.55408333333327,27.40916666666666,3,2006-10-26,2008-09-03,2007-11-13,2,1,-383.0,296.0,296.0
6854,SN2007qe-NUV.fits.gz,SN2007qe,NUV,358.55408333333327,27.40916666666666,3,2006-10-26,2008-09-03,2007-11-13,2,1,-383.0,296.0,296.0
6855,SN2007qf-FUV.fits.gz,SN2007qf,FUV,333.76199999999994,-0.3417305555555555,12,2006-09-24,2008-09-23,2007-10-21,2,10,-391.0,339.0,304.0
6856,SN2007qf-NUV.fits.gz,SN2007qf,NUV,333.76199999999994,-0.3417305555555555,81,2006-09-24,2010-09-28,2007-10-21,2,79,-391.0,1074.0,304.0
6857,SN2007qg-FUV.fits.gz,SN2007qg,FUV,23.00820833333333,-0.4297222222222222,4,2004-09-25,2008-10-11,2007-10-23,3,1,-1123.0,355.0,355.0
6858,SN2007qg-NUV.fits.gz,SN2007qg,NUV,23.00820833333333,-0.4297222222222222,4,2004-09-25,2008-10-11,2007-10-23,3,1,-1123.0,355.0,355.0
6859,SN2007qh-FUV.fits.gz,SN2007qh,FUV,9.878583333333333,1.024333333333333,3,2004-10-29,2008-09-11,2007-10-29,2,1,-1094.0,318.0,318.0
6860,SN2007qh-NUV.fits.gz,SN2007qh,NUV,9.878583333333333,1.024333333333333,3,2004-10-29,2008-09-11,2007-10-29,2,1,-1094.0,318.0,318.0
6861,SN2007qi-FUV.fits.gz,SN2007qi,FUV,349.12,-0.09891666666666668,9,2003-08-24,2008-10-09,2007-10-30,2,7,-1527.0,346.0,298.0
6862,SN2007qi-NUV.fits.gz,SN2007qi,NUV,349.12,-0.09891666666666668,14,2003-08-24,2009-10-25,2007-10-30,2,12,-1527.0,727.0,298.0
